ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,FL_COUNT,ORIGIN_INDEX,DEST_INDEX,OUTDEGREE
11267,11298,59,1222,1250,7
11267,11433,66,1222,1375,7
11267,11618,23,1222,1552,7
11267,13487,44,1222,3347,7
11267,13930,136,1222,3770,7
11278,10154,15,1231,138,47
11278,10397,465,1231,373,47
11278,10423,31,1231,399,47
11278,10529,62,1231,503,47
11278,10693,93,1231,665,47
11278,10721,759,1231,693,47
11278,10994,93,1231,958,47
11278,11042,139,1231,1004,47
11278,11057,257,1231,1019,47
11278,11066,58,1231,1028,47
11278,11193,16,1231,1153,47
11278,11259,178,1231,1214,47
11278,11292,124,1231,1245,47
11278,11298,267,1231,1250,47
11278,11433,202,1231,1375,47
11278,11618,199,1231,1552,47
11278,11697,225,1231,1630,47
11278,12191,89,1231,2106,47
11278,12266,176,1231,2177,47
11278,12339,58,1231,2248,47
11278,12451,65,1231,2356,47
11278,12478,33,1231,2381,47
11278,12889,31,1231,2762,47
11278,12892,124,1231,2765,47
11278,12953,129,1231,2824,47
11278,13198,58,1231,3064,47
11278,13204,316,1231,3070,47
11278,13232,186,1231,3098,47
11278,13303,279,1231,3167,47
11278,13342,58,1231,3206,47
11278,13487,177,1231,3347,47
11278,13495,90,1231,3354,47
11278,13871,31,1231,3716,47
11278,13930,632,1231,3770,47
11278,14027,68,1231,3864,47
11278,14057,31,1231,3892,47
11278,14100,28,1231,3934,47
11278,14107,91,1231,3941,47
11278,14307,62,1231,4138,47
11278,14321,6,1231,4152,47
11278,14635,57,1231,4417,47
11278,14747,62,1231,4525,47
11278,14771,62,1231,4549,47
11278,14843,31,1231,4620,47
11278,14869,31,1231,4646,47
11278,15016,93,1231,4790,47
11278,15304,189,1231,5069,47
11292,10140,152,1245,124,131
11292,10257,31,1245,237,131
11292,10279,2,1245,259,131
11292,10299,45,1245,278,131
11292,10372,233,1245,348,131
11292,10397,510,1245,373,131
11292,10423,269,1245,399,131
11292,10529,77,1245,503,131
11292,10561,58,1245,534,131
11292,10599,34,1245,572,131
11292,10620,124,1245,593,131
11292,10627,92,1245,600,131
11292,10693,211,1245,665,131
11292,10713,190,1245,685,131
11292,10721,281,1245,693,131
11292,10800,134,1245,772,131
11292,10821,236,1245,792,131
11292,10849,134,1245,819,131
11292,10994,18,1245,958,131
11292,11003,76,1245,967,131
11292,11042,137,1245,1004,131
11292,11057,270,1245,1019,131
11292,11066,141,1245,1028,131
11292,11097,2,1245,1059,131
11292,11109,217,1245,1071,131
11292,11111,31,1245,1073,131
11292,11193,129,1245,1153,131
11292,11259,209,1245,1214,131
11292,11267,4,1245,1222,131
11292,11278,124,1245,1231,131
11292,11298,513,1245,1250,131
11292,11413,71,1245,1356,131
11292,11423,147,1245,1366,131
11292,11433,302,1245,1375,131
11292,11540,46,1245,1477,131
11292,11603,62,1245,1538,131
11292,11618,357,1245,1552,131
11292,11637,44,1245,1571,131
11292,11638,124,1245,1572,131
11292,11648,124,1245,1582,131
11292,11697,115,1245,1630,131
11292,11775,124,1245,1702,131
11292,11865,89,1245,1789,131
11292,11884,124,1245,1808,131
11292,11921,84,1245,1845,131
11292,11986,91,1245,1909,131
11292,11995,14,1245,1918,131
11292,12003,33,1245,1925,131
11292,12094,60,1245,2013,131
11292,12156,31,1245,2075,131
11292,12173,31,1245,2090,131
11292,12191,182,1245,2106,131
11292,12255,54,1245,2167,131
11292,12264,357,1245,2175,131
11292,12266,412,1245,2177,131
11292,12278,121,1245,2189,131
11292,12280,95,1245,2191,131
11292,12339,185,1245,2248,131
11292,12389,29,1245,2297,131
11292,12441,90,1245,2346,131
11292,12451,31,1245,2356,131
11292,12478,143,1245,2381,131
11292,12519,53,1245,2419,131
11292,12758,16,1245,2639,131
11292,12888,54,1245,2761,131
11292,12889,603,1245,2762,131
11292,12892,837,1245,2765,131
11292,12896,4,1245,2769,131
11292,12953,367,1245,2824,131
11292,12954,8,1245,2825,131
11292,12982,4,1245,2853,131
11292,12992,64,1245,2863,131
11292,13029,88,1245,2898,131
11292,13158,62,1245,3025,131
11292,13198,317,1245,3064,131
11292,13204,290,1245,3070,131
11292,13232,290,1245,3098,131
11292,13244,68,1245,3110,131
11292,13264,58,1245,3130,131
11292,13303,113,1245,3167,131
11292,13342,230,1245,3206,131
11292,13367,31,1245,3230,131
11292,13433,62,1245,3295,131
11292,13485,81,1245,3345,131
11292,13486,67,1245,3346,131
11292,13487,561,1245,3347,131
11292,13495,128,1245,3354,131
11292,13502,11,1245,3361,131
11292,13796,147,1245,3644,131
11292,13830,16,1245,3676,131
11292,13851,159,1245,3696,131
11292,13871,228,1245,3716,131
11292,13891,113,1245,3735,131
11292,13930,619,1245,3770,131
11292,13931,8,1245,3771,131
11292,13964,9,1245,3803,131
11292,14057,362,1245,3892,131
11292,14100,273,1245,3934,131
11292,14107,602,1245,3941,131
11292,14122,151,1245,3956,131
11292,14193,4,1245,4025,131
11292,14252,62,1245,4083,131
11292,14262,62,1245,4093,131
11292,14307,18,1245,4138,131
11292,14457,127,1245,4242,131
11292,14489,62,1245,4273,131
11292,14492,155,1245,4276,131
11292,14524,31,1245,4307,131
11292,14543,58,1245,4326,131
11292,14570,151,1245,4353,131
11292,14679,414,1245,4459,131
11292,14683,190,1245,4463,131
11292,14689,62,1245,4469,131
11292,14698,31,1245,4478,131
11292,14730,60,1245,4509,131
11292,14747,697,1245,4525,131
11292,14771,696,1245,4549,131
11292,14783,31,1245,4561,131
11292,14794,62,1245,4571,131
11292,14814,31,1245,4591,131
11292,14831,230,1245,4608,131
11292,14869,657,1245,4646,131
11292,14893,289,1245,4670,131
11292,14908,325,1245,4685,131
11292,15016,228,1245,4790,131
11292,15041,31,1245,4813,131
11292,15304,170,1245,5069,131
11292,15370,130,1245,5131,131
11292,15376,166,1245,5137,131
11292,15412,18,1245,5171,131
11292,15919,33,1245,5630,131
11298,10140,150,1250,124,103
11298,10279,10,1250,259,103
11298,10299,31,1250,278,103
11298,10372,31,1250,348,103
11298,10397,585,1250,373,103
11298,10423,337,1250,399,103
11298,10529,61,1250,503,103
11298,10599,27,1250,572,103
11298,10693,242,1250,665,103
11298,10713,31,1250,685,103
11298,10721,312,1250,693,103
11298,10781,183,1250,753,103
11298,10821,154,1250,792,103
11298,10849,31,1250,819,103
11298,10994,62,1250,958,103
11298,11042,147,1250,1004,103
11298,11049,41,1250,1011,103
11298,11057,337,1250,1019,103
11298,11066,150,1250,1028,103
11298,11109,124,1250,1071,103
11298,11193,117,1250,1153,103
11298,11267,59,1250,1222,103
11298,11278,263,1250,1231,103
11298,11292,484,1250,1245,103
11298,11423,93,1250,1366,103
11298,11433,274,1250,1375,103
11298,11503,31,1250,1442,103
11298,11540,84,1250,1477,103
11298,11618,293,1250,1552,103
11298,11638,63,1250,1572,103
11298,11697,245,1250,1630,103
11298,11884,31,1250,1808,103
11298,11980,59,1250,1903,103
11298,11982,21,1250,1905,103
11298,11996,20,1250,1919,103
11298,12173,59,1250,2090,103
11298,12191,21,1250,2106,103
11298,12264,165,1250,2175,103
11298,12266,428,1250,2177,103
11298,12278,32,1250,2189,103
11298,12339,150,1250,2248,103
11298,12441,62,1250,2346,103
11298,12448,10,1250,2353,103
11298,12451,92,1250,2356,103
11298,12478,63,1250,2381,103
11298,12511,62,1250,2411,103
11298,12758,21,1250,2639,103
11298,12889,391,1250,2762,103
11298,12891,94,1250,2764,103
11298,12892,525,1250,2765,103
11298,12896,10,1250,2769,103
11298,12953,366,1250,2824,103
11298,13061,89,1250,2930,103
11298,13158,10,1250,3025,103
11298,13198,162,1250,3064,103
11298,13204,329,1250,3070,103
11298,13244,96,1250,3110,103
11298,13256,70,1250,3122,103
11298,13290,87,1250,3155,103
11298,13303,344,1250,3167,103
11298,13342,130,1250,3206,103
11298,13487,305,1250,3347,103
11298,13495,206,1250,3354,103
11298,13577,14,1250,3432,103
11298,13796,31,1250,3644,103
11298,13830,45,1250,3676,103
11298,13851,158,1250,3696,103
11298,13871,85,1250,3716,103
11298,13891,155,1250,3735,103
11298,13930,655,1250,3770,103
11298,13931,62,1250,3771,103
11298,14027,62,1250,3864,103
11298,14057,185,1250,3892,103
11298,14100,311,1250,3934,103
11298,14107,357,1250,3941,103
11298,14109,31,1250,3943,103
11298,14122,175,1250,3956,103
11298,14262,31,1250,4093,103
11298,14492,154,1250,4276,103
11298,14524,91,1250,4307,103
11298,14570,80,1250,4353,103
11298,14635,84,1250,4417,103
11298,14674,94,1250,4454,103
11298,14679,309,1250,4459,103
11298,14683,329,1250,4463,103
11298,14685,20,1250,4465,103
11298,14689,31,1250,4469,103
11298,14730,10,1250,4509,103
11298,14747,393,1250,4525,103
11298,14771,423,1250,4549,103
11298,14814,102,1250,4591,103
11298,14831,134,1250,4608,103
11298,14842,93,1250,4619,103
11298,14843,52,1250,4620,103
11298,14869,287,1250,4646,103
11298,14893,149,1250,4670,103
11298,14908,268,1250,4685,103
11298,15016,209,1250,4790,103
11298,15304,230,1250,5069,103
11298,15370,207,1250,5131,103
11298,15376,187,1250,5137,103
11298,15412,62,1250,5171,103
11298,15624,60,1250,5375,103
11308,10397,120,1258,373,1
11336,10299,26,1285,278,1
11337,13487,154,1286,3347,2
11337,13930,120,1286,3770,2
11413,11292,71,1356,1245,3
11413,12892,3,1356,2765,3
11413,14107,31,1356,3941,3
11423,10397,87,1366,373,11
11423,11292,127,1366,1245,11
11423,11298,93,1366,1250,11
11423,11433,20,1366,1375,11
11423,12266,25,1366,2177,11
11423,12889,41,1366,2762,11
11423,13487,63,1366,3347,11
11423,13930,113,1366,3770,11
11423,14107,62,1366,3941,11
11423,14869,30,1366,4646,11
11423,15016,58,1366,4790,11
11433,10135,85,1375,119,101
11433,10257,89,1375,237,101
11433,10333,31,1375,310,101
11433,10397,497,1375,373,101
11433,10408,80,1375,384,101
11433,10423,84,1375,399,101
11433,10434,76,1375,409,101
11433,10469,76,1375,444,101
11433,10529,130,1375,503,101
11433,10577,89,1375,550,101
11433,10693,226,1375,665,101
11433,10721,348,1375,693,101
11433,10792,51,1375,764,101
11433,10821,298,1375,792,101
11433,10874,58,1375,842,101
11433,11003,106,1375,967,101
11433,11013,58,1375,976,101
11433,11042,83,1375,1004,101
11433,11057,250,1375,1019,101
11433,11066,67,1375,1028,101
11433,11193,59,1375,1153,101
11433,11259,31,1375,1214,101
11433,11267,66,1375,1222,101
11433,11278,201,1375,1231,101
11433,11292,302,1375,1245,101
11433,11298,293,1375,1250,101
11433,11423,20,1375,1366,101
11433,11577,89,1375,1512,101
11433,11587,54,1375,1522,101
11433,11612,22,1375,1546,101
11433,11618,68,1375,1552,101
11433,11697,248,1375,1630,101
11433,11823,107,1375,1747,101
11433,11977,57,1375,1900,101
11433,11986,154,1375,1909,101
11433,11995,77,1375,1918,101
11433,11996,65,1375,1919,101
11433,12197,27,1375,2112,101
11433,12217,30,1375,2130,101
11433,12264,52,1375,2175,101
11433,12266,176,1375,2177,101
11433,12335,27,1375,2244,101
11433,12339,80,1375,2248,101
11433,12397,89,1375,2305,101
11433,12478,54,1375,2381,101
11433,12884,94,1375,2757,101
11433,12889,281,1375,2762,101
11433,12892,251,1375,2765,101
11433,12945,43,1375,2817,101
11433,12953,317,1375,2824,101
11433,12992,6,1375,2863,101
11433,13184,135,1375,3050,101
11433,13198,142,1375,3064,101
11433,13204,263,1375,3070,101
11433,13230,71,1375,3096,101
11433,13232,158,1375,3098,101
11433,13244,46,1375,3110,101
11433,13296,10,1375,3161,101
11433,13303,168,1375,3167,101
11433,13342,197,1375,3206,101
11433,13367,78,1375,3230,101
11433,13459,58,1375,3320,101
11433,13485,151,1375,3345,101
11433,13487,270,1375,3347,101
11433,13495,106,1375,3354,101
11433,13577,36,1375,3432,101
11433,13796,31,1375,3644,101
11433,13851,21,1375,3696,101
11433,13871,50,1375,3716,101
11433,13930,532,1375,3770,101
11433,13931,22,1375,3771,101
11433,14027,31,1375,3864,101
11433,14057,32,1375,3892,101
11433,14100,205,1375,3934,101
11433,14107,246,1375,3941,101
11433,14108,37,1375,3942,101
11433,14122,61,1375,3956,101
11433,14150,88,1375,3982,101
11433,14307,87,1375,4138,101
11433,14321,1,1375,4152,101
11433,14492,55,1375,4276,101
11433,14524,114,1375,4307,101
11433,14576,91,1375,4359,101
11433,14635,76,1375,4417,101
11433,14679,97,1375,4459,101
11433,14683,33,1375,4463,101
11433,14685,31,1375,4465,101
11433,14696,143,1375,4476,101
11433,14711,89,1375,4490,101
11433,14730,44,1375,4509,101
11433,14747,302,1375,4525,101
11433,14771,177,1375,4549,101
11433,14869,136,1375,4646,101
11433,15016,86,1375,4790,101
11433,15070,58,1375,4842,101
11433,15096,37,1375,4867,101
11433,15304,137,1375,5069,101
11433,15356,32,1375,5118,101
11433,15370,26,1375,5131,101
11433,15380,123,1375,5141,101
11433,15412,1,1375,5171,101
11447,11292,22,1389,1245,2
11447,12519,31,1389,2419,2
11471,13930,58,1411,3770,1
11481,10397,185,1421,373,9
11481,10423,2,1421,399,9
11481,10693,62,1421,665,9
11481,10821,16,1421,792,9
11481,11259,39,1421,1214,9
11481,12191,35,1421,2106,9
11481,12266,66,1421,2177,9
11481,13232,2,1421,3098,9
11481,15016,16,1421,4790,9
11503,11298,31,1442,1250,2
11503,12266,9,1442,2177,2
11525,14869,58,1463,4646,1
11540,10397,82,1477,373,11
11540,10423,83,1477,399,11
11540,11259,120,1477,1214,11
11540,11292,46,1477,1245,11
11540,11298,84,1477,1250,11
11540,12191,87,1477,2106,11
11540,12266,98,1477,2177,11
11540,12889,62,1477,2762,11
11540,12892,62,1477,2765,11
11540,14107,112,1477,3941,11
11540,14683,83,1477,4463,11
11577,11433,89,1512,1375,2
11577,13930,58,1512,3770,2
11587,11433,54,1522,1375,1
11603,11292,62,1538,1245,6
11603,12892,62,1538,2765,6
11603,14107,31,1538,3941,6
11603,14747,81,1538,4525,6
11603,14771,139,1538,4549,6
11603,14869,23,1538,4646,6
11612,10397,43,1546,373,3
11612,11433,23,1546,1375,3
11612,13930,122,1546,3770,3
11617,10397,51,1551,373,1
11618,10257,18,1552,237,82
11618,10299,4,1552,278,82
11618,10397,549,1552,373,82
11618,10423,145,1552,399,82
11618,10431,31,1552,406,82
11618,10434,2,1552,409,82
11618,10529,43,1552,503,82
11618,10581,62,1552,554,82
11618,10693,116,1552,665,82
11618,10721,432,1552,693,82
11618,10732,31,1552,704,82
11618,10785,77,1552,757,82
11618,10792,94,1552,764,82
11618,10821,2,1552,792,82
11618,10849,10,1552,819,82
11618,10874,62,1552,842,82
11618,10980,58,1552,945,82
11618,10994,126,1552,958,82
11618,11042,171,1552,1004,82
11618,11057,300,1552,1019,82
11618,11066,96,1552,1028,82
11618,11193,21,1552,1153,82
11618,11267,23,1552,1222,82
11618,11278,199,1552,1231,82
11618,11292,332,1552,1245,82
11618,11298,258,1552,1250,82
11618,11433,77,1552,1375,82
11618,11697,476,1552,1630,82
11618,11823,31,1552,1747,82
11618,11986,81,1552,1909,82
11618,11995,58,1552,1918,82
11618,11996,57,1552,1919,82
11618,12173,31,1552,2090,82
11618,12264,91,1552,2175,82
11618,12266,311,1552,2177,82
11618,12339,114,1552,2248,82
11618,12451,35,1552,2356,82
11618,12889,193,1552,2762,82
11618,12892,444,1552,2765,82
11618,12945,31,1552,2817,82
11618,13198,2,1552,3064,82
11618,13204,668,1552,3070,82
11618,13232,173,1552,3098,82
11618,13244,26,1552,3110,82
11618,13296,5,1552,3161,82
11618,13303,213,1552,3167,82
11618,13342,104,1552,3206,82
11618,13485,62,1552,3345,82
11618,13487,149,1552,3347,82
11618,13495,56,1552,3354,82
11618,13577,66,1552,3432,82
11618,13796,14,1552,3644,82
11618,13930,464,1552,3770,82
11618,13931,150,1552,3771,82
11618,14027,218,1552,3864,82
11618,14057,93,1552,3892,82
11618,14107,209,1552,3941,82
11618,14122,2,1552,3956,82
11618,14307,58,1552,4138,82
11618,14321,166,1552,4152,82
11618,14492,101,1552,4276,82
11618,14524,62,1552,4307,82
11618,14576,95,1552,4359,82
11618,14635,118,1552,4417,82
11618,14679,139,1552,4459,82
11618,14683,31,1552,4463,82
11618,14685,93,1552,4465,82
11618,14696,31,1552,4476,82
11618,14730,56,1552,4509,82
11618,14747,213,1552,4525,82
11618,14771,566,1552,4549,82
11618,14831,62,1552,4608,82
11618,14843,148,1552,4620,82
11618,14869,81,1552,4646,82
11618,14893,31,1552,4670,82
11618,14908,81,1552,4685,82
11618,15016,137,1552,4790,82
11618,15024,6,1552,4798,82
11618,15096,67,1552,4867,82
11618,15304,224,1552,5069,82
11618,15380,39,1552,5141,82
11618,15412,58,1552,5171,82
11624,10397,125,1558,373,1
11630,10299,122,1564,278,4
11630,13487,27,1564,3347,4
11630,13930,15,1564,3770,4
11630,14747,190,1564,4525,4
11637,11292,44,1571,1245,3
11637,13487,127,1571,3347,3
11637,13930,97,1571,3770,3
11638,11292,124,1572,1245,9
11638,11298,63,1572,1250,9
11638,12892,144,1572,2765,9
11638,14057,31,1572,3892,9
11638,14107,31,1572,3941,9
11638,14679,58,1572,4459,9
11638,14747,58,1572,4525,9
11638,14771,150,1572,4549,9
11638,14869,89,1572,4646,9
11641,10397,115,1575,373,1
11648,10397,3,1582,373,7
11648,11292,124,1582,1245,7
11648,12892,3,1582,2765,7
11648,13487,62,1582,3347,7
11648,13930,35,1582,3770,7
11648,14771,31,1582,4549,7
11648,14869,91,1582,4646,7
11695,14107,118,1628,3941,1
11697,10158,62,1630,142,60
11697,10257,45,1630,237,60
11697,10397,714,1630,373,60
11697,10423,93,1630,399,60
11697,10529,124,1630,503,60
11697,10693,126,1630,665,60
11697,10721,233,1630,693,60
11697,10732,41,1630,704,60
11697,10792,62,1630,764,60
11697,10821,415,1630,792,60
11697,10874,8,1630,842,60
11697,10994,31,1630,958,60
11697,11042,62,1630,1004,60
11697,11057,212,1630,1019,60
11697,11066,16,1630,1028,60
11697,11193,47,1630,1153,60
11697,11259,62,1630,1214,60
11697,11278,225,1630,1231,60
11697,11292,113,1630,1245,60
11697,11298,245,1630,1250,60
11697,11433,248,1630,1375,60
11697,11618,477,1630,1552,60
11697,12191,64,1630,2106,60
11697,12197,62,1630,2112,60
11697,12264,62,1630,2175,60
11697,12265,9,1630,2176,60
11697,12266,153,1630,2177,60
11697,12339,31,1630,2248,60
11697,12391,33,1630,2299,60
11697,12451,93,1630,2356,60
11697,12478,308,1630,2381,60
11697,12889,93,1630,2762,60
11697,12892,154,1630,2765,60
11697,12898,31,1630,2771,60
11697,12953,458,1630,2824,60
11697,12954,31,1630,2825,60
11697,13198,31,1630,3064,60
11697,13204,215,1630,3070,60
11697,13232,111,1630,3098,60
11697,13487,34,1630,3347,60
11697,13495,138,1630,3354,60
11697,13577,40,1630,3432,60
11697,13930,298,1630,3770,60
11697,13933,31,1630,3773,60
11697,14025,13,1630,3862,60
11697,14100,186,1630,3934,60
11697,14107,31,1630,3941,60
11697,14122,88,1630,3956,60
11697,14307,62,1630,4138,60
11697,14492,109,1630,4276,60
11697,14524,62,1630,4307,60
11697,14679,26,1630,4459,60
11697,14747,31,1630,4525,60
11697,14771,124,1630,4549,60
11697,14843,262,1630,4620,60
11697,15016,37,1630,4790,60
11697,15024,31,1630,4798,60
11697,15070,31,1630,4842,60
11697,15304,172,1630,5069,60
11697,15356,16,1630,5118,60
11721,10397,88,1654,373,4
11721,13232,89,1654,3098,4
11721,13487,1,1654,3347,4
11721,13930,175,1654,3770,4
11775,10397,26,1702,373,5
11775,11292,125,1702,1245,5
11775,12889,17,1702,2762,5
11775,13487,106,1702,3347,5
11775,13930,166,1702,3770,5
11778,10397,60,1705,373,1
11823,10397,120,1747,373,5
11823,11433,107,1747,1375,5
11823,11618,31,1747,1552,5
11823,13487,31,1747,3347,5
11823,13930,193,1747,3770,5
11865,11292,89,1789,1245,1
11884,10713,54,1808,685,14
11884,11292,124,1808,1245,14
11884,11298,31,1808,1250,14
11884,12889,62,1808,2762,14
11884,13232,31,1808,3098,14
11884,13487,109,1808,3347,14
11884,13796,62,1808,3644,14
11884,13930,31,1808,3770,14
11884,14107,93,1808,3941,14
11884,14679,31,1808,4459,14
11884,14747,323,1808,4525,14
11884,14771,62,1808,4549,14
11884,14869,121,1808,4646,14
11884,14893,31,1808,4670,14
11898,13487,138,1822,3347,1
11921,11292,83,1845,1245,3
11921,14107,62,1845,3941,3
11921,14869,89,1845,4646,3
11953,10397,109,1876,373,1
11973,10397,119,1896,373,2
11973,12266,86,1896,2177,2
11977,10397,48,1900,373,4
11977,11433,56,1900,1375,4
11977,13487,93,1900,3347,4
11977,13930,210,1900,3770,4
11980,11298,59,1903,1250,1
11982,10397,48,1905,373,3
11982,11298,21,1905,1250,3
11982,12266,58,1905,2177,3
11986,10397,150,1909,373,10
11986,10821,31,1909,792,10
11986,11292,93,1909,1245,10
11986,11433,154,1909,1375,10
11986,11618,54,1909,1552,10
11986,12266,30,1909,2177,10
11986,12953,23,1909,2824,10
11986,13232,89,1909,3098,10
11986,13487,127,1909,3347,10
11986,13930,249,1909,3770,10
11995,10397,235,1918,373,7
11995,11057,10,1918,1019,7
11995,11292,14,1918,1245,7
11995,11433,77,1918,1375,7
11995,11618,58,1918,1552,7
11995,12953,81,1918,2824,7
11995,13930,50,1918,3770,7
11996,10397,317,1919,373,7
11996,11298,19,1919,1250,7
11996,11433,62,1919,1375,7
11996,11618,57,1919,1552,7
11996,12266,31,1919,2177,7
11996,12953,23,1919,2824,7
11996,13930,77,1919,3770,7
11997,12523,26,1920,2423,1
12003,11292,33,1925,1245,4
12003,13487,31,1925,3347,4
12003,13930,6,1925,3770,4
12003,14869,89,1925,4646,4
12007,10397,89,1929,373,1
12016,12173,31,1938,2090,1
12094,11292,60,2013,1245,2
12094,12266,15,2013,2177,2
12129,13487,54,2048,3347,1
12156,11292,31,2075,1245,3
12156,13487,31,2075,3347,3
12156,14869,89,2075,4646,3
12173,10299,31,2090,278,27
12173,10397,31,2090,373,27
12173,11292,31,2090,1245,27
12173,11298,59,2090,1250,27
12173,11618,31,2090,1552,27
12173,12016,31,2090,1938,27
12173,12264,28,2090,2175,27
12173,12266,31,2090,2177,27
12173,12402,477,2090,2308,27
12173,12478,31,2090,2381,27
12173,12758,688,2090,2639,27
12173,12889,78,2090,2762,27
12173,12892,531,2090,2765,27
12173,12982,621,2090,2853,27
12173,13487,15,2090,3347,27
12173,13796,59,2090,3644,27
12173,13830,852,2090,3676,27
12173,13930,31,2090,3770,27
12173,14057,70,2090,3892,27
12173,14107,103,2090,3941,27
12173,14222,12,2090,4054,27
12173,14679,62,2090,4459,27
12173,14747,155,2090,4525,27
12173,14771,217,2090,4549,27
12173,14831,60,2090,4608,27
12173,14869,31,2090,4646,27
12173,14893,31,2090,4670,27
12177,12266,55,2093,2177,1
12191,10140,89,2106,124,47
12191,10397,366,2106,373,47
12191,10423,159,2106,399,47
12191,10599,58,2106,572,47
12191,10693,120,2106,665,47
12191,10721,76,2106,693,47
12191,10821,105,2106,792,47
12191,10994,31,2106,958,47
12191,11057,41,2106,1019,47
12191,11140,116,2106,1101,47
12191,11259,588,2106,1214,47
12191,11278,89,2106,1231,47
12191,11292,182,2106,1245,47
12191,11298,21,2106,1250,47
12191,11481,35,2106,1421,47
12191,11540,87,2106,1477,47
12191,11697,64,2106,1630,47
12191,12206,147,2106,2120,47
12191,12339,49,2106,2248,47
12191,12451,31,2106,2356,47
12191,12478,31,2106,2381,47
12191,12889,133,2106,2762,47
12191,12892,138,2106,2765,47
12191,12953,62,2106,2824,47
12191,13158,89,2106,3025,47
12191,13198,89,2106,3064,47
12191,13204,134,2106,3070,47
12191,13232,212,2106,3098,47
12191,13244,56,2106,3110,47
12191,13495,285,2106,3354,47
12191,13796,62,2106,3644,47
12191,13851,116,2106,3696,47
12191,13871,31,2106,3716,47
12191,14057,16,2106,3892,47
12191,14107,145,2106,3941,47
12191,14122,31,2106,3956,47
12191,14193,33,2106,4025,47
12191,14492,31,2106,4276,47
12191,14679,66,2106,4459,47
12191,14683,159,2106,4463,47
12191,14747,14,2106,4525,47
12191,14843,18,2106,4620,47
12191,14869,4,2106,4646,47
12191,14908,31,2106,4685,47
12191,15016,116,2106,4790,47
12191,15304,89,2106,5069,47
12191,15370,89,2106,5131,47
12197,10397,190,2112,373,8
12197,11433,26,2112,1375,8
12197,11697,62,2112,1630,8
12197,13204,124,2112,3070,8
12197,13930,81,2112,3770,8
12197,14027,93,2112,3864,8
12197,14635,31,2112,4417,8
12197,15304,31,2112,5069,8
12206,10423,31,2120,399,3
12206,12191,147,2120,2106,3
12206,12266,31,2120,2177,3
12217,10397,222,2130,373,4
12217,11433,30,2130,1375,4
12217,12266,86,2130,2177,4
12217,13930,31,2130,3770,4
12250,12478,31,2162,2381,1
12255,11292,54,2167,1245,1
12264,10397,261,2175,373,37
12264,10423,42,2175,399,37
12264,10529,17,2175,503,37
12264,10721,213,2175,693,37
12264,10994,14,2175,958,37
12264,11042,33,2175,1004,37
12264,11057,9,2175,1019,37
12264,11109,31,2175,1071,37
12264,11292,367,2175,1245,37
12264,11298,165,2175,1250,37
12264,11433,52,2175,1375,37
12264,11618,119,2175,1552,37
12264,11697,62,2175,1630,37
12264,12173,28,2175,2090,37
12264,12266,109,2175,2177,37
12264,12478,84,2175,2381,37
12264,12889,93,2175,2762,37
12264,12892,350,2175,2765,37
12264,13204,186,2175,3070,37
12264,13303,64,2175,3167,37
12264,13487,91,2175,3347,37
12264,13495,31,2175,3354,37
12264,13930,190,2175,3770,37
12264,13931,73,2175,3771,37
12264,14057,31,2175,3892,37
12264,14107,31,2175,3941,37
12264,14321,8,2175,4152,37
12264,14492,71,2175,4276,37
12264,14679,93,2175,4459,37
12264,14683,2,2175,4463,37
12264,14747,124,2175,4525,37
12264,14771,385,2175,4549,37
12264,14843,31,2175,4620,37
12264,14869,25,2175,4646,37
12264,14893,31,2175,4670,37
12264,15024,16,2175,4798,37
12264,15304,93,2175,5069,37
12265,11697,8,2176,1630,3
12265,13204,17,2176,3070,3
12265,13577,17,2176,3432,3
12266,10140,50,2177,124,104
12266,10185,82,2177,168,104
12266,10279,89,2177,259,104
12266,10299,14,2177,278,104
12266,10372,14,2177,348,104
12266,10397,318,2177,373,104
12266,10423,182,2177,399,104
12266,10599,121,2177,572,104
12266,10693,99,2177,665,104
12266,10721,152,2177,693,104
12266,10747,80,2177,719,104
12266,10781,112,2177,753,104
12266,10821,78,2177,792,104
12266,10868,27,2177,836,104
12266,10994,57,2177,958,104
12266,11042,93,2177,1004,104
12266,11049,58,2177,1011,104
12266,11057,209,2177,1019,104
12266,11066,66,2177,1028,104
12266,11109,71,2177,1071,104
12266,11140,90,2177,1101,104
12266,11146,27,2177,1107,104
12266,11193,29,2177,1153,104
12266,11278,176,2177,1231,104
12266,11292,385,2177,1245,104
12266,11298,430,2177,1250,104
12266,11423,25,2177,1366,104
12266,11433,141,2177,1375,104
12266,11481,66,2177,1421,104
12266,11503,9,2177,1442,104
12266,11540,97,2177,1477,104
12266,11618,310,2177,1552,104
12266,11697,153,2177,1630,104
12266,11973,86,2177,1896,104
12266,11982,58,2177,1905,104
12266,11986,30,2177,1909,104
12266,11996,31,2177,1919,104
12266,12094,14,2177,2013,104
12266,12173,31,2177,2090,104
12266,12177,55,2177,2093,104
12266,12206,31,2177,2120,104
12266,12217,86,2177,2130,104
12266,12264,137,2177,2175,104
12266,12278,70,2177,2189,104
12266,12339,56,2177,2248,104
12266,12441,14,2177,2346,104
12266,12448,140,2177,2353,104
12266,12451,62,2177,2356,104
12266,12889,239,2177,2762,104
12266,12892,390,2177,2765,104
12266,12896,93,2177,2769,104
12266,12915,82,2177,2788,104
12266,12945,31,2177,2817,104
12266,12951,55,2177,2822,104
