FL_DATE,UNIQUE_CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_CITY_MARKET_ID,DEST_AIRPORT_ID,DEST_CITY_MARKET_ID
2017-08-30,DL,1218,10397,30397,12892,32575
2017-08-30,DL,1219,10397,30397,12892,32575
2017-08-30,DL,1682,10397,30397,12892,32575
2017-08-30,DL,1755,10397,30397,12892,32575
2017-08-30,NK,404,10397,30397,12892,32575
2017-08-30,AA,2437,10397,30397,12892,32575
2017-08-30,AA,2515,10397,30397,12892,32575
2017-08-30,WN,204,10397,30397,12892,32575
2017-08-30,WN,285,10397,30397,12892,32575
2017-08-30,WN,1663,10397,30397,12892,32575
2017-08-30,AA,1249,10397,30397,12892,32575
2017-08-31,F9,1479,10397,30397,12892,32575
2017-08-31,DL,110,10397,30397,12892,32575
2017-08-31,DL,370,10397,30397,12892,32575
2017-08-31,DL,1126,10397,30397,12892,32575
2017-08-31,DL,1128,10397,30397,12892,32575
2017-08-31,DL,1133,10397,30397,12892,32575
2017-08-31,DL,1172,10397,30397,12892,32575
2017-08-31,DL,1218,10397,30397,12892,32575
2017-08-31,DL,1219,10397,30397,12892,32575
2017-08-31,DL,1682,10397,30397,12892,32575
2017-08-31,DL,1755,10397,30397,12892,32575
2017-08-31,NK,404,10397,30397,12892,32575
2017-08-31,AA,2437,10397,30397,12892,32575
2017-08-31,AA,2515,10397,30397,12892,32575
2017-08-31,WN,204,10397,30397,12892,32575
2017-08-31,WN,285,10397,30397,12892,32575
2017-08-31,WN,1663,10397,30397,12892,32575
2017-08-31,AA,1249,10397,30397,12892,32575
