ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,FL_COUNT,ORIGIN_INDEX,DEST_INDEX
11292,13485,81,1245,3345
11292,13486,67,1245,3346
11292,13487,561,1245,3347
11292,13495,128,1245,3354
11292,13502,11,1245,3361
11292,13796,147,1245,3644
11292,13830,16,1245,3676
11292,13851,159,1245,3696
11292,13871,228,1245,3716
11292,13891,113,1245,3735
11292,13930,619,1245,3770
11292,13931,8,1245,3771
11292,13964,9,1245,3803
11292,14057,362,1245,3892
11292,14100,273,1245,3934
11292,14107,602,1245,3941
11292,14122,151,1245,3956
11292,14193,4,1245,4025
11292,14252,62,1245,4083
11292,14262,62,1245,4093
11292,14307,18,1245,4138
11292,14457,127,1245,4242
11292,14489,62,1245,4273
11292,14492,155,1245,4276
11292,14524,31,1245,4307
11292,14543,58,1245,4326
11292,14570,151,1245,4353
11292,14679,414,1245,4459
11292,14683,190,1245,4463
11292,14689,62,1245,4469
11292,14698,31,1245,4478
11292,14730,60,1245,4509
11292,14747,697,1245,4525
11292,14771,696,1245,4549
11292,14783,31,1245,4561
11292,14794,62,1245,4571
11292,14814,31,1245,4591
11292,14831,230,1245,4608
11292,14869,657,1245,4646
11292,14893,289,1245,4670
11292,14908,325,1245,4685
11292,15016,228,1245,4790
11292,15041,31,1245,4813
11292,15304,170,1245,5069
11292,15370,130,1245,5131
11292,15376,166,1245,5137
11292,15412,18,1245,5171
11292,15919,33,1245,5630
11298,10140,150,1250,124
11298,10279,10,1250,259
11298,10299,31,1250,278
11298,10372,31,1250,348
11298,10397,585,1250,373
11298,10423,337,1250,399
11298,10529,61,1250,503
11298,10599,27,1250,572
11298,10693,242,1250,665
11298,10713,31,1250,685
11298,10721,312,1250,693
11298,10781,183,1250,753
11298,10821,154,1250,792
11298,10849,31,1250,819
11298,10994,62,1250,958
11298,11042,147,1250,1004
11298,11049,41,1250,1011
11298,11057,337,1250,1019
11298,11066,150,1250,1028
11298,11109,124,1250,1071
11298,11193,117,1250,1153
11298,11267,59,1250,1222
11298,11278,263,1250,1231
11298,11292,484,1250,1245
11298,11423,93,1250,1366
11298,11433,274,1250,1375
11298,11503,31,1250,1442
11298,11540,84,1250,1477
11298,11618,293,1250,1552
11298,11638,63,1250,1572
11298,11697,245,1250,1630
11298,11884,31,1250,1808
11298,11980,59,1250,1903
11298,11982,21,1250,1905
11298,11996,20,1250,1919
11298,12173,59,1250,2090
11298,12191,21,1250,2106
11298,12264,165,1250,2175
11298,12266,428,1250,2177
11298,12278,32,1250,2189
11298,12339,150,1250,2248
11298,12441,62,1250,2346
11298,12448,10,1250,2353
11298,12451,92,1250,2356
11298,12478,63,1250,2381
11298,12511,62,1250,2411
11298,12758,21,1250,2639
11298,12889,391,1250,2762
11298,12891,94,1250,2764
11298,12892,525,1250,2765
11298,12896,10,1250,2769
11298,12953,366,1250,2824
11298,13061,89,1250,2930
11298,13158,10,1250,3025
11298,13198,162,1250,3064
11298,13204,329,1250,3070
11298,13244,96,1250,3110
11298,13256,70,1250,3122
11298,13290,87,1250,3155
11298,13303,344,1250,3167
11298,13342,130,1250,3206
11298,13487,305,1250,3347
11298,13495,206,1250,3354
11298,13577,14,1250,3432
11298,13796,31,1250,3644
11298,13830,45,1250,3676
11298,13851,158,1250,3696
11298,13871,85,1250,3716
11298,13891,155,1250,3735
11298,13930,655,1250,3770
11298,13931,62,1250,3771
11298,14027,62,1250,3864
11298,14057,185,1250,3892
11298,14100,311,1250,3934
11298,14107,357,1250,3941
11298,14109,31,1250,3943
11298,14122,175,1250,3956
11298,14262,31,1250,4093
11298,14492,154,1250,4276
11298,14524,91,1250,4307
11298,14570,80,1250,4353
11298,14635,84,1250,4417
11298,14674,94,1250,4454
11298,14679,309,1250,4459
11298,14683,329,1250,4463
11298,14685,20,1250,4465
11298,14689,31,1250,4469
11298,14730,10,1250,4509
11298,14747,393,1250,4525
11298,14771,423,1250,4549
11298,14814,102,1250,4591
11298,14831,134,1250,4608
11298,14842,93,1250,4619
11298,14843,52,1250,4620
11298,14869,287,1250,4646
11298,14893,149,1250,4670
11298,14908,268,1250,4685
11298,15016,209,1250,4790
11298,15304,230,1250,5069
11298,15370,207,1250,5131
11298,15376,187,1250,5137
11298,15412,62,1250,5171
11298,15624,60,1250,5375
11308,10397,120,1258,373
11336,10299,26,1285,278
11337,13487,154,1286,3347
11337,13930,120,1286,3770
11413,11292,71,1356,1245
11413,12892,3,1356,2765
11413,14107,31,1356,3941
11423,10397,87,1366,373
11423,11292,127,1366,1245
11423,11298,93,1366,1250
11423,11433,20,1366,1375
11423,12266,25,1366,2177
11423,12889,41,1366,2762
11423,13487,63,1366,3347
11423,13930,113,1366,3770
11423,14107,62,1366,3941
11423,14869,30,1366,4646
11423,15016,58,1366,4790
11433,10135,85,1375,119
11433,10257,89,1375,237
11433,10333,31,1375,310
11433,10397,497,1375,373
11433,10408,80,1375,384
11433,10423,84,1375,399
11433,10434,76,1375,409
11433,10469,76,1375,444
11433,10529,130,1375,503
11433,10577,89,1375,550
11433,10693,226,1375,665
11433,10721,348,1375,693
11433,10792,51,1375,764
11433,10821,298,1375,792
11433,10874,58,1375,842
11433,11003,106,1375,967
11433,11013,58,1375,976
11433,11042,83,1375,1004
11433,11057,250,1375,1019
11433,11066,67,1375,1028
11433,11193,59,1375,1153
11433,11259,31,1375,1214
11433,11267,66,1375,1222
11433,11278,201,1375,1231
11433,11292,302,1375,1245
11433,11298,293,1375,1250
11433,11423,20,1375,1366
11433,11577,89,1375,1512
11433,11587,54,1375,1522
11433,11612,22,1375,1546
11433,11618,68,1375,1552
11433,11697,248,1375,1630
11433,11823,107,1375,1747
11433,11977,57,1375,1900
11433,11986,154,1375,1909
11433,11995,77,1375,1918
11433,11996,65,1375,1919
11433,12197,27,1375,2112
11433,12217,30,1375,2130
11433,12264,52,1375,2175
11433,12266,176,1375,2177
11433,12335,27,1375,2244
11433,12339,80,1375,2248
11433,12397,89,1375,2305
11433,12478,54,1375,2381
11433,12884,94,1375,2757
11433,12889,281,1375,2762
11433,12892,251,1375,2765
11433,12945,43,1375,2817
11433,12953,317,1375,2824
11433,12992,6,1375,2863
11433,13184,135,1375,3050
11433,13198,142,1375,3064
11433,13204,263,1375,3070
11433,13230,71,1375,3096
11433,13232,158,1375,3098
11433,13244,46,1375,3110
11433,13296,10,1375,3161
11433,13303,168,1375,3167
11433,13342,197,1375,3206
11433,13367,78,1375,3230
11433,13459,58,1375,3320
11433,13485,151,1375,3345
11433,13487,270,1375,3347
11433,13495,106,1375,3354
11433,13577,36,1375,3432
11433,13796,31,1375,3644
11433,13851,21,1375,3696
11433,13871,50,1375,3716
11433,13930,532,1375,3770
11433,13931,22,1375,3771
11433,14027,31,1375,3864
11433,14057,32,1375,3892
11433,14100,205,1375,3934
11433,14107,246,1375,3941
11433,14108,37,1375,3942
11433,14122,61,1375,3956
11433,14150,88,1375,3982
11433,14307,87,1375,4138
11433,14321,1,1375,4152
11433,14492,55,1375,4276
11433,14524,114,1375,4307
11433,14576,91,1375,4359
11433,14635,76,1375,4417
11433,14679,97,1375,4459
11433,14683,33,1375,4463
11433,14685,31,1375,4465
11433,14696,143,1375,4476
11433,14711,89,1375,4490
11433,14730,44,1375,4509
11433,14747,302,1375,4525
11433,14771,177,1375,4549
11433,14869,136,1375,4646
11433,15016,86,1375,4790
11433,15070,58,1375,4842
11433,15096,37,1375,4867
11433,15304,137,1375,5069
11433,15356,32,1375,5118
11433,15370,26,1375,5131
11433,15380,123,1375,5141
11433,15412,1,1375,5171
11447,11292,22,1389,1245
11447,12519,31,1389,2419
11471,13930,58,1411,3770
11481,10397,185,1421,373
11481,10423,2,1421,399
11481,10693,62,1421,665
11481,10821,16,1421,792
11481,11259,39,1421,1214
11481,12191,35,1421,2106
11481,12266,66,1421,2177
11481,13232,2,1421,3098
11481,15016,16,1421,4790
11503,11298,31,1442,1250
11503,12266,9,1442,2177
11525,14869,58,1463,4646
11540,10397,82,1477,373
11540,10423,83,1477,399
11540,11259,120,1477,1214
11540,11292,46,1477,1245
11540,11298,84,1477,1250
11540,12191,87,1477,2106
11540,12266,98,1477,2177
11540,12889,62,1477,2762
11540,12892,62,1477,2765
11540,14107,112,1477,3941
11540,14683,83,1477,4463
11577,11433,89,1512,1375
11577,13930,58,1512,3770
11587,11433,54,1522,1375
11603,11292,62,1538,1245
11603,12892,62,1538,2765
11603,14107,31,1538,3941
11603,14747,81,1538,4525
11603,14771,139,1538,4549
11603,14869,23,1538,4646
11612,10397,43,1546,373
11612,11433,23,1546,1375
11612,13930,122,1546,3770
11617,10397,51,1551,373
11618,10257,18,1552,237
11618,10299,4,1552,278
11618,10397,549,1552,373
11618,10423,145,1552,399
11618,10431,31,1552,406
11618,10434,2,1552,409
11618,10529,43,1552,503
11618,10581,62,1552,554
11618,10693,116,1552,665
11618,10721,432,1552,693
11618,10732,31,1552,704
11618,10785,77,1552,757
11618,10792,94,1552,764
11618,10821,2,1552,792
11618,10849,10,1552,819
11618,10874,62,1552,842
11618,10980,58,1552,945
11618,10994,126,1552,958
11618,11042,171,1552,1004
11618,11057,300,1552,1019
11618,11066,96,1552,1028
11618,11193,21,1552,1153
11618,11267,23,1552,1222
11618,11278,199,1552,1231
11618,11292,332,1552,1245
11618,11298,258,1552,1250
11618,11433,77,1552,1375
11618,11697,476,1552,1630
11618,11823,31,1552,1747
11618,11986,81,1552,1909
11618,11995,58,1552,1918
11618,11996,57,1552,1919
11618,12173,31,1552,2090
11618,12264,91,1552,2175
11618,12266,311,1552,2177
11618,12339,114,1552,2248
11618,12451,35,1552,2356
11618,12889,193,1552,2762
11618,12892,444,1552,2765
11618,12945,31,1552,2817
11618,13198,2,1552,3064
11618,13204,668,1552,3070
11618,13232,173,1552,3098
11618,13244,26,1552,3110
11618,13296,5,1552,3161
11618,13303,213,1552,3167
11618,13342,104,1552,3206
11618,13485,62,1552,3345
11618,13487,149,1552,3347
11618,13495,56,1552,3354
11618,13577,66,1552,3432
11618,13796,14,1552,3644
11618,13930,464,1552,3770
11618,13931,150,1552,3771
11618,14027,218,1552,3864
11618,14057,93,1552,3892
11618,14107,209,1552,3941
11618,14122,2,1552,3956
11618,14307,58,1552,4138
11618,14321,166,1552,4152
11618,14492,101,1552,4276
11618,14524,62,1552,4307
11618,14576,95,1552,4359
11618,14635,118,1552,4417
11618,14679,139,1552,4459
11618,14683,31,1552,4463
11618,14685,93,1552,4465
11618,14696,31,1552,4476
11618,14730,56,1552,4509
11618,14747,213,1552,4525
11618,14771,566,1552,4549
11618,14831,62,1552,4608
11618,14843,148,1552,4620
11618,14869,81,1552,4646
11618,14893,31,1552,4670
11618,14908,81,1552,4685
11618,15016,137,1552,4790
11618,15024,6,1552,4798
11618,15096,67,1552,4867
11618,15304,224,1552,5069
11618,15380,39,1552,5141
11618,15412,58,1552,5171
11624,10397,125,1558,373
11630,10299,122,1564,278
11630,13487,27,1564,3347
11630,13930,15,1564,3770
11630,14747,190,1564,4525
11637,11292,44,1571,1245
11637,13487,127,1571,3347
11637,13930,97,1571,3770
11638,11292,124,1572,1245
11638,11298,63,1572,1250
11638,12892,144,1572,2765
11638,14057,31,1572,3892
11638,14107,31,1572,3941
11638,14679,58,1572,4459
11638,14747,58,1572,4525
11638,14771,150,1572,4549
11638,14869,89,1572,4646
11641,10397,115,1575,373
11648,10397,3,1582,373
11648,11292,124,1582,1245
11648,12892,3,1582,2765
11648,13487,62,1582,3347
11648,13930,35,1582,3770
11648,14771,31,1582,4549
11648,14869,91,1582,4646
11695,14107,118,1628,3941
11697,10158,62,1630,142
11697,10257,45,1630,237
11697,10397,714,1630,373
11697,10423,93,1630,399
11697,10529,124,1630,503
11697,10693,126,1630,665
11697,10721,233,1630,693
11697,10732,41,1630,704
11697,10792,62,1630,764
11697,10821,415,1630,792
11697,10874,8,1630,842
11697,10994,31,1630,958
11697,11042,62,1630,1004
11697,11057,212,1630,1019
11697,11066,16,1630,1028
11697,11193,47,1630,1153
11697,11259,62,1630,1214
11697,11278,225,1630,1231
11697,11292,113,1630,1245
11697,11298,245,1630,1250
11697,11433,248,1630,1375
11697,11618,477,1630,1552
11697,12191,64,1630,2106
11697,12197,62,1630,2112
11697,12264,62,1630,2175
11697,12265,9,1630,2176
11697,12266,153,1630,2177
11697,12339,31,1630,2248
11697,12391,33,1630,2299
11697,12451,93,1630,2356
11697,12478,308,1630,2381
11697,12889,93,1630,2762
11697,12892,154,1630,2765
11697,12898,31,1630,2771
11697,12953,458,1630,2824
11697,12954,31,1630,2825
11697,13198,31,1630,3064
11697,13204,215,1630,3070
11697,13232,111,1630,3098
11697,13487,34,1630,3347
11697,13495,138,1630,3354
11697,13577,40,1630,3432
11697,13930,298,1630,3770
11697,13933,31,1630,3773
11697,14025,13,1630,3862
11697,14100,186,1630,3934
11697,14107,31,1630,3941
11697,14122,88,1630,3956
11697,14307,62,1630,4138
11697,14492,109,1630,4276
11697,14524,62,1630,4307
11697,14679,26,1630,4459
11697,14747,31,1630,4525
11697,14771,124,1630,4549
11697,14843,262,1630,4620
11697,15016,37,1630,4790
11697,15024,31,1630,4798
11697,15070,31,1630,4842
11697,15304,172,1630,5069
11697,15356,16,1630,5118
11721,10397,88,1654,373
11721,13232,89,1654,3098
11721,13487,1,1654,3347
11721,13930,175,1654,3770
11775,10397,26,1702,373
11775,11292,125,1702,1245
11775,12889,17,1702,2762
11775,13487,106,1702,3347
11775,13930,166,1702,3770
11778,10397,60,1705,373
11823,10397,120,1747,373
11823,11433,107,1747,1375
11823,11618,31,1747,1552
11823,13487,31,1747,3347
11823,13930,193,1747,3770
11865,11292,89,1789,1245
11884,10713,54,1808,685
11884,11292,124,1808,1245
11884,11298,31,1808,1250
11884,12889,62,1808,2762
11884,13232,31,1808,3098
11884,13487,109,1808,3347
11884,13796,62,1808,3644
11884,13930,31,1808,3770
11884,14107,93,1808,3941
11884,14679,31,1808,4459
11884,14747,323,1808,4525
11884,14771,62,1808,4549
11884,14869,121,1808,4646
11884,14893,31,1808,4670
11898,13487,138,1822,3347
11921,11292,83,1845,1245
11921,14107,62,1845,3941
11921,14869,89,1845,4646
11953,10397,109,1876,373
11973,10397,119,1896,373
11973,12266,86,1896,2177
11977,10397,48,1900,373
11977,11433,56,1900,1375
11977,13487,93,1900,3347
11977,13930,210,1900,3770
11980,11298,59,1903,1250
11982,10397,48,1905,373
11982,11298,21,1905,1250
11982,12266,58,1905,2177
11986,10397,150,1909,373
11986,10821,31,1909,792
11986,11292,93,1909,1245
11986,11433,154,1909,1375
11986,11618,54,1909,1552
11986,12266,30,1909,2177
11986,12953,23,1909,2824
11986,13232,89,1909,3098
11986,13487,127,1909,3347
11986,13930,249,1909,3770
11995,10397,235,1918,373
11995,11057,10,1918,1019
11995,11292,14,1918,1245
11995,11433,77,1918,1375
11995,11618,58,1918,1552
11995,12953,81,1918,2824
11995,13930,50,1918,3770
11996,10397,317,1919,373
11996,11298,19,1919,1250
11996,11433,62,1919,1375
11996,11618,57,1919,1552
11996,12266,31,1919,2177
11996,12953,23,1919,2824
11996,13930,77,1919,3770
11997,12523,26,1920,2423
12003,11292,33,1925,1245
12003,13487,31,1925,3347
12003,13930,6,1925,3770
12003,14869,89,1925,4646
12007,10397,89,1929,373
12016,12173,31,1938,2090
12094,11292,60,2013,1245
12094,12266,15,2013,2177
12129,13487,54,2048,3347
12156,11292,31,2075,1245
12156,13487,31,2075,3347
12156,14869,89,2075,4646
12173,10299,31,2090,278
12173,10397,31,2090,373
12173,11292,31,2090,1245
12173,11298,59,2090,1250
12173,11618,31,2090,1552
12173,12016,31,2090,1938
12173,12264,28,2090,2175
12173,12266,31,2090,2177
12173,12402,477,2090,2308
12173,12478,31,2090,2381
12173,12758,688,2090,2639
12173,12889,78,2090,2762
12173,12892,531,2090,2765
12173,12982,621,2090,2853
12173,13487,15,2090,3347
12173,13796,59,2090,3644
12173,13830,852,2090,3676
12173,13930,31,2090,3770
12173,14057,70,2090,3892
12173,14107,103,2090,3941
12173,14222,12,2090,4054
12173,14679,62,2090,4459
12173,14747,155,2090,4525
12173,14771,217,2090,4549
12173,14831,60,2090,4608
12173,14869,31,2090,4646
12173,14893,31,2090,4670
12177,12266,55,2093,2177
12191,10140,89,2106,124
12191,10397,366,2106,373
12191,10423,159,2106,399
12191,10599,58,2106,572
12191,10693,120,2106,665
12191,10721,76,2106,693
12191,10821,105,2106,792
12191,10994,31,2106,958
12191,11057,41,2106,1019
12191,11140,116,2106,1101
12191,11259,588,2106,1214
12191,11278,89,2106,1231
12191,11292,182,2106,1245
12191,11298,21,2106,1250
12191,11481,35,2106,1421
12191,11540,87,2106,1477
12191,11697,64,2106,1630
12191,12206,147,2106,2120
12191,12339,49,2106,2248
12191,12451,31,2106,2356
12191,12478,31,2106,2381
12191,12889,133,2106,2762
12191,12892,138,2106,2765
12191,12953,62,2106,2824
12191,13158,89,2106,3025
12191,13198,89,2106,3064
12191,13204,134,2106,3070
12191,13232,212,2106,3098
12191,13244,56,2106,3110
12191,13495,285,2106,3354
12191,13796,62,2106,3644
12191,13851,116,2106,3696
12191,13871,31,2106,3716
12191,14057,16,2106,3892
12191,14107,145,2106,3941
12191,14122,31,2106,3956
12191,14193,33,2106,4025
12191,14492,31,2106,4276
12191,14679,66,2106,4459
12191,14683,159,2106,4463
12191,14747,14,2106,4525
12191,14843,18,2106,4620
12191,14869,4,2106,4646
12191,14908,31,2106,4685
12191,15016,116,2106,4790
12191,15304,89,2106,5069
12191,15370,89,2106,5131
12197,10397,190,2112,373
12197,11433,26,2112,1375
12197,11697,62,2112,1630
12197,13204,124,2112,3070
12197,13930,81,2112,3770
12197,14027,93,2112,3864
12197,14635,31,2112,4417
12197,15304,31,2112,5069
12206,10423,31,2120,399
12206,12191,147,2120,2106
12206,12266,31,2120,2177
12217,10397,222,2130,373
12217,11433,30,2130,1375
12217,12266,86,2130,2177
12217,13930,31,2130,3770
12250,12478,31,2162,2381
12255,11292,54,2167,1245
12264,10397,261,2175,373
12264,10423,42,2175,399
12264,10529,17,2175,503
12264,10721,213,2175,693
12264,10994,14,2175,958
12264,11042,33,2175,1004
12264,11057,9,2175,1019
12264,11109,31,2175,1071
12264,11292,367,2175,1245
12264,11298,165,2175,1250
12264,11433,52,2175,1375
12264,11618,119,2175,1552
12264,11697,62,2175,1630
12264,12173,28,2175,2090
12264,12266,109,2175,2177
12264,12478,84,2175,2381
12264,12889,93,2175,2762
12264,12892,350,2175,2765
12264,13204,186,2175,3070
12264,13303,64,2175,3167
12264,13487,91,2175,3347
12264,13495,31,2175,3354
12264,13930,190,2175,3770
12264,13931,73,2175,3771
12264,14057,31,2175,3892
12264,14107,31,2175,3941
12264,14321,8,2175,4152
12264,14492,71,2175,4276
12264,14679,93,2175,4459
12264,14683,2,2175,4463
12264,14747,124,2175,4525
12264,14771,385,2175,4549
12264,14843,31,2175,4620
12264,14869,25,2175,4646
12264,14893,31,2175,4670
12264,15024,16,2175,4798
12264,15304,93,2175,5069
12265,11697,8,2176,1630
12265,13204,17,2176,3070
12265,13577,17,2176,3432
12266,10140,50,2177,124
12266,10185,82,2177,168
12266,10279,89,2177,259
12266,10299,14,2177,278
12266,10372,14,2177,348
12266,10397,318,2177,373
12266,10423,182,2177,399
12266,10599,121,2177,572
12266,10693,99,2177,665
12266,10721,152,2177,693
12266,10747,80,2177,719
12266,10781,112,2177,753
12266,10821,78,2177,792
12266,10868,27,2177,836
12266,10994,57,2177,958
12266,11042,93,2177,1004
12266,11049,58,2177,1011
12266,11057,209,2177,1019
12266,11066,66,2177,1028
12266,11109,71,2177,1071
12266,11140,90,2177,1101
12266,11146,27,2177,1107
12266,11193,29,2177,1153
12266,11278,176,2177,1231
12266,11292,385,2177,1245
12266,11298,430,2177,1250
12266,11423,25,2177,1366
12266,11433,141,2177,1375
12266,11481,66,2177,1421
12266,11503,9,2177,1442
12266,11540,97,2177,1477
12266,11618,310,2177,1552
12266,11697,153,2177,1630
12266,11973,86,2177,1896
12266,11982,58,2177,1905
12266,11986,30,2177,1909
12266,11996,31,2177,1919
12266,12094,14,2177,2013
12266,12173,31,2177,2090
12266,12177,55,2177,2093
12266,12206,31,2177,2120
12266,12217,86,2177,2130
12266,12264,137,2177,2175
12266,12278,70,2177,2189
12266,12339,56,2177,2248
12266,12441,14,2177,2346
12266,12448,140,2177,2353
12266,12451,62,2177,2356
12266,12889,239,2177,2762
12266,12892,390,2177,2765
12266,12896,93,2177,2769
12266,12915,82,2177,2788
12266,12945,31,2177,2817
12266,12951,55,2177,2822
12266,12953,214,2177,2824
12266,12992,89,2177,2863
12266,13061,85,2177,2930
12266,13158,130,2177,3025
12266,13198,86,2177,3064
12266,13204,228,2177,3070
12266,13244,145,2177,3110
12266,13256,94,2177,3122
12266,13303,175,2177,3167
12266,13342,58,2177,3206
12266,13377,58,2177,3240
12266,13422,144,2177,3284
12266,13487,177,2177,3347
12266,13495,251,2177,3354
12266,13502,31,2177,3361
12266,13796,31,2177,3644
12266,13851,48,2177,3696
12266,13871,92,2177,3716
12266,13930,478,2177,3770
12266,13931,15,2177,3771
12266,14057,72,2177,3892
12266,14100,117,2177,3934
12266,14107,198,2177,3941
12266,14122,33,2177,3956
12266,14193,63,2177,4025
12266,14457,2,2177,4242
12266,14492,50,2177,4276
12266,14524,31,2177,4307
12266,14570,8,2177,4353
12266,14635,33,2177,4417
12266,14679,183,2177,4459
12266,14683,150,2177,4463
12266,14685,35,2177,4465
12266,14730,33,2177,4509
12266,14747,273,2177,4525
12266,14771,312,2177,4549
12266,14783,62,2177,4561
12266,14814,113,2177,4591
12266,14831,27,2177,4608
12266,14843,54,2177,4620
12266,14869,156,2177,4646
12266,14893,54,2177,4670
12266,14908,144,2177,4685
12266,15016,103,2177,4790
12266,15024,14,2177,4798
12266,15304,157,2177,5069
12266,15370,110,2177,5131
12266,15412,89,2177,5171
12266,15624,71,2177,5375
12266,15919,54,2177,5630
12278,10397,90,2189,373
12278,11292,116,2189,1245
12278,11298,32,2189,1250
12278,12266,72,2189,2177
12278,12889,31,2189,2762
12278,13487,47,2189,3347
12278,13930,215,2189,3770
12278,14107,31,2189,3941
12278,14747,31,2189,4525
12278,15016,58,2189,4790
12280,11292,95,2191,1245
12280,13487,5,2191,3347
12280,14869,147,2191,4646
12323,10397,60,2232,373
12323,11057,78,2232,1019
12323,12953,7,2232,2824
12335,11433,27,2244,1375
12335,13487,31,2244,3347
12339,10397,360,2248,373
12339,10721,56,2248,693
12339,10821,89,2248,792
12339,11057,69,2248,1019
12339,11259,37,2248,1214
12339,11278,58,2248,1231
12339,11292,215,2248,1245
12339,11298,150,2248,1250
12339,11433,79,2248,1375
12339,11618,85,2248,1552
12339,11697,31,2248,1630
12339,12191,49,2248,2106
12339,12266,31,2248,2177
12339,12889,101,2248,2762
12339,12892,113,2248,2765
12339,13198,58,2248,3064
12339,13204,111,2248,3070
12339,13232,54,2248,3098
12339,13487,141,2248,3347
12339,13495,2,2248,3354
12339,13930,190,2248,3770
12339,14107,107,2248,3941
12339,14635,37,2248,4417
12339,14679,31,2248,4459
12339,14747,31,2248,4525
12339,14771,50,2248,4549
12339,14869,30,2248,4646
12339,15304,76,2248,5069
12343,13487,52,2252,3347
12389,11292,29,2297,1245
12389,13487,62,2297,3347
12391,10821,147,2299,792
12391,11697,33,2299,1630
12391,13204,109,2299,3070
12391,14027,62,2299,3864
12391,15304,44,2299,5069
12397,11433,89,2305,1375
12402,12173,446,2308,2090
12402,12892,31,2308,2765
12402,13830,62,2308,3676
12441,10397,13,2346,373
12441,11292,98,2346,1245
12441,11298,62,2346,1250
12441,12266,15,2346,2177
12441,12892,54,2346,2765
12441,13487,35,2346,3347
12441,13930,97,2346,3770
12441,14107,21,2346,3941
12441,14747,4,2346,4525
12441,14771,35,2346,4549
12441,14869,97,2346,4646
12448,10397,217,2353,373
12448,11298,10,2353,1250
12448,12266,144,2353,2177
12448,13930,40,2353,3770
12451,10397,484,2356,373
12451,10693,87,2356,665
12451,10721,62,2356,693
12451,10821,105,2356,792
12451,11057,150,2356,1019
12451,11259,4,2356,1214
12451,11278,65,2356,1231
12451,11292,31,2356,1245
12451,11298,92,2356,1250
12451,11618,31,2356,1552
12451,11697,93,2356,1630
12451,12191,31,2356,2106
12451,12266,35,2356,2177
12451,12478,93,2356,2381
12451,13232,31,2356,3098
12451,13487,29,2356,3347
12451,13930,31,2356,3770
12478,10140,31,2381,124
12478,10154,113,2381,138
12478,10397,217,2381,373
12478,10423,177,2381,399
12478,10581,22,2381,554
12478,10721,357,2381,693
12478,10732,60,2381,704
12478,10785,93,2381,757
12478,10792,213,2381,764
12478,10800,31,2381,772
12478,10994,117,2381,958
12478,11057,228,2381,1019
12478,11193,1,2381,1153
12478,11252,31,2381,1207
12478,11278,32,2381,1231
12478,11292,143,2381,1245
12478,11298,63,2381,1250
12478,11433,58,2381,1375
12478,11697,309,2381,1630
12478,12173,31,2381,2090
12478,12191,31,2381,2106
12478,12250,31,2381,2162
12478,12264,85,2381,2175
12478,12451,93,2381,2356
12478,12889,395,2381,2762
12478,12892,1138,2381,2765
12478,12954,58,2381,2825
12478,13204,465,2381,3070
12478,13303,310,2381,3167
12478,13487,121,2381,3347
12478,13495,94,2381,3354
12478,13541,43,2381,3397
12478,13796,31,2381,3644
12478,13930,156,2381,3770
12478,14027,95,2381,3864
12478,14057,116,2381,3892
12478,14100,31,2381,3934
12478,14107,228,2381,3941
12478,14254,31,2381,4085
12478,14321,120,2381,4152
12478,14492,62,2381,4276
12478,14570,34,2381,4353
12478,14576,93,2381,4359
12478,14635,62,2381,4417
12478,14679,213,2381,4459
12478,14683,31,2381,4463
12478,14685,62,2381,4465
12478,14747,306,2381,4525
12478,14771,692,2381,4549
12478,14831,31,2381,4608
12478,14843,315,2381,4620
12478,14869,181,2381,4646
12478,14893,31,2381,4670
12478,14986,31,2381,4760
12478,15024,52,2381,4798
12478,15096,93,2381,4867
12478,15304,189,2381,5069
12511,11298,62,2411,1250
12519,11292,31,2419,1245
12519,11447,53,2419,1389
12523,10299,115,2423,278
12523,11997,26,2423,1920
12523,12819,27,2423,2696
12523,14256,31,2423,4087
12523,14747,186,2423,4525
12523,14828,89,2423,4605
12523,15991,31,2423,5685
12758,11292,16,2639,1245
12758,11298,21,2639,1250
12758,12173,722,2639,2090
12758,12892,161,2639,2765
12758,12982,31,2639,2853
12758,13796,28,2639,3644
12758,13830,93,2639,3676
12758,14107,25,2639,3941
12758,14679,16,2639,4459
12758,14747,82,2639,4525
12758,14771,66,2639,4549
12758,14831,14,2639,4608
12819,12523,27,2696,2423
12819,14747,181,2696,4525
12819,14828,31,2696,4605
12819,15841,31,2696,5565
12884,11433,94,2757,1375
12884,13487,37,2757,3347
12884,13930,85,2757,3770
12888,11292,54,2761,1245
12889,10140,120,2762,124
12889,10279,31,2762,259
12889,10397,405,2762,373
12889,10423,124,2762,399
12889,10529,31,2762,503
12889,10599,31,2762,572
12889,10627,9,2762,600
12889,10693,118,2762,665
12889,10713,62,2762,685
12889,10721,120,2762,693
12889,10792,62,2762,764
12889,10800,296,2762,772
12889,10821,187,2762,792
12889,10874,31,2762,842
12889,11003,8,2762,967
12889,11042,97,2762,1004
12889,11057,149,2762,1019
12889,11066,93,2762,1028
12889,11109,26,2762,1071
12889,11193,62,2762,1153
12889,11259,181,2762,1214
12889,11278,31,2762,1231
12889,11292,589,2762,1245
12889,11298,391,2762,1250
12889,11423,41,2762,1366
12889,11433,281,2762,1375
12889,11540,62,2762,1477
12889,11618,191,2762,1552
12889,11697,93,2762,1630
12889,11775,17,2762,1702
12889,11884,62,2762,1808
12889,12173,78,2762,2090
12889,12191,134,2762,2106
12889,12264,93,2762,2175
12889,12266,242,2762,2177
